adj_edge_jaccard,division_fn,division_fp,division_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,embryo,node_recall,num_pred_nodes,reclaimed,safe_divs,stem,total_node_ratio,variant
0.8670302506335259,2,6,0,58,77,0.8608247422680413,835,44b6,0.9878587196467992,41615,148,154,44b6_d5e7d891,-0.07208794149125937,min1_steal2
0.8981474662435129,1,0,0,4,3,0.9041095890410958,66,44b6,0.9861111111111112,5512,16,20,44b6_d754aa59,0.0659446915490234,min1_steal2
0.9198450009829151,1,0,0,5,4,0.9296875,119,44b6,0.9841269841269841,15470,50,57,44b6_deabac95,0.10586889699049253,min1_steal2
0.9561241319107711,2,1,0,22,12,0.8940809968847352,287,44b6,0.9678456591639871,22859,84,86,44b6_e28840c6,-0.6939319283399834,min1_steal2
0.9821389919646701,1,0,0,12,7,0.9790055248618784,886,6bba,0.9935483870967742,5837,16,21,6bba_062c8d37,-0.032006633499170815,min1_steal2
0.8259492745398063,2,0,0,38,22,0.8365122615803815,307,6bba,0.9303621169916435,24198,69,90,6bba_07e24132,0.12627414475215268,min1_steal2
0.9970539298169752,1,0,0,5,1,0.9948674080410608,1163,6bba,0.996661101836394,8277,22,30,6bba_085bf656,-0.02197802197802198,min1_steal2
0.8969909664123399,3,5,1,90,126,0.8918377566349525,1781,6bba,0.9907692307692307,29319,58,108,6bba_09961292,-0.05778191985088537,min1_steal2
0.7912856743951916,1,0,0,22,25,0.7892376681614349,176,6bba,0.9569377990430622,21884,60,80,6bba_0e7c0d07,-0.025949169893621758,min1_steal2
0.9190084377680416,2,1,1,56,31,0.9154518950437318,942,6bba,0.971042471042471,7991,24,29,6bba_12665c0e,-0.038850132306952126,min1_steal2
0.8585442568438474,1,4,0,98,117,0.8549257759784076,1267,6bba,0.9819193324061196,17151,40,63,6bba_1d0d8384,-0.042325087944608854,min1_steal2
0.6142711892657722,1,2,0,102,90,0.6444444444444445,348,6bba,0.8947368421052632,17617,48,65,6bba_207c6aaf,0.4682056838069839,min1_steal2
0.8997175962079799,2,4,1,55,39,0.9008438818565401,854,6bba,0.9621848739495799,9880,18,36,6bba_20852818,0.01250256200040992,min1_steal2
0.9860696272513876,1,0,1,5,7,0.9894644424934153,1127,6bba,1.0,12360,31,46,6bba_2312ac41,0.03430962343096234,min1_steal2
0.9050579911048241,1,3,0,44,20,0.8982511923688394,565,6bba,0.9547581903276131,4720,15,18,6bba_268e1230,-0.07577834345016644,min1_steal2
0.9523916248280739,1,3,0,32,24,0.9424460431654677,917,6bba,0.9918864097363083,4950,13,18,6bba_2819ca14,-0.10552945428261655,min1_steal2
0.690920570793175,1,1,0,144,142,0.6998950682056663,667,6bba,0.9211136890951276,43668,138,161,6bba_32db13fc,0.12822632734788786,min1_steal2
0.944779321171033,0,2,2,29,46,0.9404289118347895,1184,6bba,0.9992138364779874,29070,55,106,6bba_337b1b3a,-0.04625984251968504,min1_steal2
0.7968376669726264,1,1,0,93,119,0.7988614800759013,842,6bba,0.9769307923771314,53384,167,197,6bba_3abfe10a,0.02533371746854893,min1_steal2
0.9858767621652008,2,0,0,7,5,0.9840213049267643,739,6bba,0.9973856209150327,6140,11,23,6bba_3c5691b6,-0.018855864493448386,min1_steal2
0.7891657030079591,1,1,0,50,64,0.7881040892193308,424,6bba,0.9721115537848606,22923,62,84,6bba_3db54e20,-0.013470476846273024,min1_steal2
0.9936403750689465,0,3,1,13,11,0.9798319327731092,1166,6bba,0.9942004971002486,8455,13,31,6bba_3fda6b25,-0.14092664092664092,min1_steal2
0.7571587393290922,1,0,0,47,35,0.7445482866043613,239,6bba,0.9041095890410958,23501,69,87,6bba_474be664,-0.16937051567525535,min1_steal2
